# 146.1427686315849 35.66706709946889 527.1414845284136
# 2021-12-01
2021-12-05 1.96342973130538 21.80724993516087 21.80724993516087
2021-12-12 17.3700408964745 46.076952394798596 46.076952394798596
2021-12-19 69.3836900944743 80.84024557879769 80.84024557879769
2021-12-26 194.515535510522 117.76941948812109 117.76941948812109
2022-01-02 107.500045918707 142.46181626306833 142.46181626306833
2022-01-09 121.153452027409 143.09532716615857 143.09532716615857
2022-01-16 126.063305366292 119.34753660685227 119.34753660685227
2022-01-23 97.4641954040816 82.65373800167657 82.65373800167657
2022-01-30 34.2172994336145 47.53052064494289 47.53052064494289
2022-02-06 18.2987636966186 22.69570491749793 22.69570491749793
2022-02-13 41.8608187467392 8.998617946542266 8.998617946542266
2022-02-20 25.1317636942567 2.962572471263045 2.962572471263045
2022-02-27 23.241330606758 0.809884682172911 0.809884682172911
