2020-01-23 0.0 0.43325609823097383 0.4332560982333976 0.4332560982333976 0.4332560982333976 0.4332560982333976 0.4332560982333976 0.4332560982333976 0.4332560982333976 0.4332560982333976 0.4332560982362695 0.4332560982362695
2020-01-24 0.0 0.5086077521413063 0.5086077521442711 0.5086077521442711 0.5086077521442711 0.5086077521442711 0.5086077521442711 0.5086077521442711 0.5086077521442711 0.5086077521442711 0.5086077521473213 0.5086077521473213
2020-01-25 0.0 0.5961898622764313 0.5961898622800559 0.5961898622800559 0.5961898622800559 0.5961898622800559 0.5961898622800559 0.5961898622800559 0.5961898622800559 0.5961898622800559 0.5961898622832954 0.5961898622832954
2020-01-26 0.0 0.6978298119979728 0.6978298120024014 0.6978298120024014 0.6978298120024014 0.6978298120024014 0.6978298120024014 0.6978298120024014 0.6978298120024014 0.6978298120024014 0.6978298120058417 0.6978298120058417
2020-01-27 0.0 0.8156010412972594 0.8156010413026671 0.8156010413026671 0.8156010413026671 0.8156010413026671 0.8156010413026671 0.8156010413026671 0.8156010413026671 0.8156010413026671 0.8156010413063205 0.8156010413063205
2020-01-28 0.0 0.951851820018759 0.9518518200253586 0.9518518200253586 0.9518518200253586 0.9518518200253586 0.9518518200253586 0.9518518200253586 0.9518518200253586 0.9518518200253586 0.9518518200292382 0.9518518200292382
2020-01-29 0.0 1.1092367206416467 1.109236720649696 1.109236720649696 1.109236720649696 1.109236720649696 1.109236720649696 1.109236720649696 1.109236720649696 1.109236720649696 1.1092367206538154 1.1092367206538154
2020-01-30 0.0 1.2907509467603802 1.2907509467701923 1.2907509467701923 1.2907509467701923 1.2907509467701923 1.2907509467701923 1.2907509467701923 1.2907509467701923 1.2907509467701923 1.2907509467745661 1.2907509467745661
2020-01-31 0.0 1.4997676679569791 1.4997676679689331 1.4997676679689331 1.4997676679689331 1.4997676679689331 1.4997676679689331 1.4997676679689331 1.4997676679689331 1.4997676679689331 1.499767667973577 1.499767667973577
2020-02-01 0.0 1.7400785034930701 1.740078503507625 1.740078503507625 1.740078503507625 1.740078503507625 1.740078503507625 1.740078503507625 1.740078503507625 1.740078503507625 1.7400785035125552 1.7400785035125552
