# fFractionHospitalized, fDayOffset, fInfectionProbabilityPerEncounter, fTei, fTer
# 0.0019052635515120866 292 0.009130123904160372 2.888 10.056
# Tei/r = days from exposure to infectious/recovered
# Day 0 = 2020-01-23
# Day Susceptible Exposed Infectious Recovered Fit Data
292 37999999.0 0.0 1.0 0.0 0.0019052635515120866 0
 293 37999998.81739753 0.18260247283914666 1.0 0.0 0.0019052635515120866 0
 294 37999998.634795055 0.3347711992545153 1.0304337455463133 0.0 0.0019632478576374706 0
 295 37999998.42996348 0.3570003055653627 1.2130362188241923 0.0 0.0023111536943897734 0
 296 37999998.191788234 0.41257307347099964 1.3956386919558272 0.0 0.0026590595308634423 0
 297 37999997.92026933 0.5005632901097812 1.5791673770690735 0.0 0.003008730045266649 0
 298 37999997.614730254 0.6123853410794644 1.7728844027019424 0.0 0.003377812033512287 0
 299 37999997.27077366 0.7292812517793807 1.999945089965953 0.0 0.003810422484937691 0
 300 37999996.882310905 0.8573114683748093 2.2603776263401074 0.0 0.004306615104119213 0
 301 37999996.443232775 1.0021342037045944 2.5546330209839683 0.0 0.004867249182369966 0
 302 37999995.958307825 1.1564157793456373 2.7331076645969614 0.15216872773156587 0.005207290415714911 0
 303 37999995.44256473 1.2990380287996688 2.923626031028348 0.3347712010094449 0.005570278115170256 0
 304 37999994.88769064 1.4322063040117419 3.162729373000151 0.5173736735561033 0.006025832997673862 0
 305 37999994.28458819 1.5633948324640556 3.447409764061365 0.7046072095206779 0.006568224170593 0
 306 37999993.62872558 1.7143870739548293 3.736333995762925 0.9205533429753956 0.007118700978402616 0
 307 37999992.91997274 1.8820018094432083 4.02818230349273 1.169843137654729 0.007674748921690696 0
 308 37999992.15699603 2.0587924935363984 4.33159393905518 1.452617533392845 0.008252828052032502 0
 309 37999991.33704248 2.2404475267611716 4.652054922853055 1.7704550642957235 0.008863390684144297 0
 310 37999990.45735532 2.4289889233659436 4.984916091775364 2.1287396611479865 0.009497578937005681 0
 311 37999989.51617771 2.625376654318567 5.324881388276449 2.5335642467775594 0.010145302425208197 0
 312 37999988.51258102 2.8282608963380045 5.668066851421581 2.991091230931268 0.010799161179547411 0
 313 37999987.444594115 3.0366410287591847 6.034033092539851 3.48473175981013 0.011496423319833936 0
 314 37999986.30734088 3.253290048426008 6.426574197924567 4.012794868223 0.0122443175803937 0
 315 37999985.09645718 3.48139306834908 6.839109543425472 4.583040203360618 0.01303030613788702 0
 316 37999983.80901491 3.7226948872606624 7.264408415556274 5.203881786584494 0.013840612577457037 0
 317 37999982.44260407 3.975330204087597 7.704713244986319 5.877352475269442 0.014679509320524848 0
 318 37999980.9940976 4.237773745677853 8.164102281017916 6.604026375418322 0.015554766506840121 0
 319 37999979.459822096 4.510267961212628 8.644157891483413 7.38575205110178 0.01646939896415892 0
 320 37999977.83604478 4.794146751728123 9.144332675925378 8.225475791309353 0.017422363750341608 0
 321 37999976.11907425 5.090237288572579 9.665085074560857 9.12560338755599 0.018414534314824278 0
 322 37999974.30498269 5.398934407605744 10.20848965177586 10.087593245307863 0.01944986324951686 0
 323 37999972.38936451 5.720886618274223 10.777597294673171 11.112151573538707 0.020534163298416064 0
 324 37999970.36746195 6.057163924570672 11.372531235414286 12.202842889796406 0.02166766925126756 0
 325 37999968.23463798 6.408582705273778 11.992374958991462 13.364404354437545 0.022848634905432687 0
 326 37999965.9863363 6.775470089914556 12.63750638000971 14.600687230249227 0.02407778028783395 0
 327 37999963.617763795 7.157922016007539 13.310071973055498 15.914242218116069 0.025359194998265205 0
 328 37999961.12371809 7.556452826511019 14.012087900740415 17.3077411881785 0.02669672035786422 0
 329 37999958.49870172 7.971999913411127 14.7447535339151 18.784544836926464 0.028092641484197472 0
 330 37999955.737032175 8.405562893033693 15.509026171250738 20.34837876290314 0.02954878228353108 0
 331 37999952.83281907 8.857961276384106 16.30628623552208 22.002933423627418 0.031067772825063452 0
 332 37999949.77988838 9.329954903627026 17.138204345398652 23.751952376128244 0.03265279607765411 0
 333 37999946.571766645 9.822391422041044 18.00633312320334 25.59950881171451 0.03430681019602412 0
 334 37999943.20172638 10.33618482966588 18.91188548593266 27.550203306151143 0.036032126106717945 0
 335 37999939.662813924 10.872214394395828 19.85622364718907 29.608748035361074 0.03783133918566172 0
 336 37999935.94778953 11.431344012291444 20.841147000932505 31.77971945896079 0.03970787775258214 0
 337 37999932.049058095 12.014519755325537 21.868698499228646 34.0677236483228 0.04166563416958741 0
 338 37999927.95865723 12.622828980568833 22.94080898963899 36.47770479999697 0.043708287210159985 0
 339 37999923.66828358 13.257437945262579 24.059299243872644 39.01497922991653 0.04583930592427285 0
 340 37999919.16929587 13.919514860110842 25.226082150980158 41.68510711720134 0.04806233486971211 0
 341 37999914.45268678 14.61022435000789 26.44325806099708 44.493830810109436 0.05038137576684591 0
 342 37999909.50905393 15.330776866856764 27.713037356841436 47.44713184478967 0.05280063997768284 0
 343 37999904.328587234 16.082455316220607 29.037669471509346 50.55128798088613 0.05532441326492199 0
 344 37999898.90106049 16.866603699754545 30.41947173386386 53.812864077585964 0.057957110750782984 0
 345 37999893.21581147 17.684615195215763 31.860916526174005 57.23865680972069 0.060703442975088416 0
 346 37999887.261711515 18.53794460018335 33.3646368359416 60.83570704712782 0.06356842647295709 0
 347 37999881.027141266 19.42812461237035 34.93336319527272 64.61137092294275 0.06655726362768691 0
 348 37999874.49997684 20.356764586051884 36.56988836402478 68.57337019998293 0.06967527538284238 0
 349 37999867.66757602 21.32553589005307 38.27710545778092 72.72978262379945 0.07292797388609434 0
 350 37999860.516755365 22.33616734882451 40.05805551683392 77.08902176026484 0.07632115312067132 0
 351 37999853.03376202 23.390456730435886 41.91593357529251 81.65984766228432 0.07986090046860653 0
 352 37999845.204247154 24.490284784354905 43.85406985463572 86.45139819822302 0.08355356087950239 0
 353 37999837.01324184 25.637619561905275 45.875927087243674 91.47321149980824 0.08740573177115142 0
 354 37999828.44513148 26.834514837037812 47.9851184208226 96.7352352522006 0.09142429714218452 0
 355 37999819.483626716 28.08311162029949 50.18542344478164 102.2478382131438 0.09561645810654261 0
 356 37999810.111732885 29.38564409983667 52.48078713283556 108.02183587253506 0.0999897308788561 0
 357 37999800.3117203 30.744444660946836 54.87531542582484 114.06851960923426 0.10455193835855302 0
 358 37999790.06509426 32.16194585528613 57.37328345354683 120.39967642090285 0.10931122579461428 0
 359 37999779.3525627 33.64068247495983 59.97915345628298 127.02760136046862 0.11427609493080615 0
 360 37999768.15400066 35.18329694922746 62.69758768383741 133.96511469952736 0.11945542858174853 0
 361 37999756.44841333 36.79254670420374 65.53345247366929 141.22558749048153 0.12485849840283168 0
 362 37999744.213898465 38.47131027588374 68.49182175420408 148.8229694997603 0.13049497156494766 0
 363 37999731.42760777 40.222591417205244 71.57798634470151 156.77181446384898 0.13637492847318963 0
 364 37999718.06570614 42.049523165543405 74.79746632153348 165.08730436553375 0.14250888632787057 0
 365 37999704.10332885 43.955373324867814 78.15602146845589 173.78527635299747 0.14890781903504516 0
 366 37999689.51453697 45.943550820661585 81.65965955923294 182.88225264232034 0.15558317298709204 0
 367 37999674.27227129 48.01761185335552 85.31464610473228 192.39547074660615 0.162546885633499 0
 368 37999658.3483041 50.181265892783344 89.12751700394224 202.3429130005448 0.1698114095843849 0
 369 37999641.713188626 52.43838224767924 93.10509192036434 212.743337201395 0.17738973809605266 0
 370 37999624.336206116 54.792997413750214 97.25448623785233 223.61631022699777 0.18529542785001388 0
 371 37999606.1853108 57.24932265602399 101.58312237616647 234.98224416172806 0.19354262051210183 0
 372 37999587.227072716 59.811751418943054 106.0987424252898 246.86243343524646 0.20214606680417374 0
 373 37999567.42661805 62.484866805347686 110.80942252154662 259.2790926181019 0.2111211538944053 0
 374 37999546.7475668 65.2734495931153 115.72358786529074 272.25539573871043 0.22048393400994484 0
 375 37999525.15196766 68.18248688691037 120.85002767982017 285.8155177646936 0.23025115293758816 0
 376 37999502.60023021 71.2171811668456 126.19791056340104 299.984678050306 0.24044027927343012 0
 377 37999479.051054135 74.38295958501622 131.77680090709245 314.7891853617542 0.2510695357031481 0
 378 37999454.46135542 77.68548361512055 137.59667631729454 330.25648463723934 0.2621579321965476 0
 379 37999428.786189266 81.13065919418295 143.66794555954613 346.4152059681266 0.27372530019522595 0
 380 37999401.978669725 84.724647341623 150.00146691702668 363.2952159999434 0.285792327590357 0
 381 37999373.989885904 88.47387516812569 156.60856735055677 380.92767155906233 0.29838059522754157 0
 382 37999344.768814564 92.38504728363569 163.50106276945456 399.34507536434324 0.3115126155281316 0
 383 37999314.262228936 96.46515771292445 170.69127932394073 418.5813340048544 0.32521187305687294 0
 384 37999282.41460359 100.72150239794371 178.1920755013444 438.67181848877766 0.33950286662100126 0
 385 37999249.16801516 105.16169227446733 186.01686503117494 459.6534275140527 0.35441115291044084 0
 386 37999214.46203883 109.79366688614348 194.1796407885269 481.56465347125334 0.36996339204009 0
 387 37999178.23364037 114.62570855126715 202.69499981761348 504.4456512366314 0.386187395226248 0
 388 37999140.41706346 119.66645713917903 211.5781694481238 528.3383099293667 0.40311217454515835 0
 389 37999100.94371219 124.9249254986929 220.84503447244987 553.2863278182324 0.42076799471278903 0
 390 37999059.74202848 130.41051555144622 230.51216545978514 579.3352904874463 0.43918642703065197 0
 391 37999016.73736424 136.13303506513836 240.59684833171536 606.532752340542 0.4584004057350989 0
 392 37998971.85184799 142.10271514533352 251.11711526317038 634.9283215766959 0.478444286871778 0
 393 37998925.00424574 148.3302284925881 262.09177691119936 664.573748832781 0.4993539096999452 0
 394 37998876.10981585 154.8267084572846 273.54045599355277 695.5230196802244 0.521166660668512 0
 395 37998825.080157645 161.60376891264573 285.4836222957997 727.8324511298836 0.5439215401138304 0
 396 37998771.82305352 168.6735249731914 297.9426292013436 761.5607922922806 0.5676592318590006 0
 397 37998716.242304206 176.0486145999827 310.93975181074404 796.7693293695003 0.5924221758412249 0
 398 37998658.23755697 183.74222113832855 324.4982266981757 833.5219951793395 0.6182546438583404 0
 399 37998597.70412638 191.76809682843705 338.642293368138 871.885483411822 0.6452028185547765 0
 400 37998534.53280735 200.14058732670256 353.3972374975812 911.9293678124801 0.6733148758092019 0
 401 37998468.60968016 208.87465727973247 368.7894360495617 953.7262264973685 0.7026410706879275 0
 402 37998399.81590703 217.98591699871378 384.8464043324361 997.3517716260245 0.7332338271050737 0
 403 37998328.027519956 227.49065028266688 401.59684507726627 1042.8849846720716 0.7651478313279616 0
 404 37998253.115199395 237.40584343783945 419.0706996193353 1090.4082575334464 0.7984401294913896 0
 405 37998174.944043435 247.7492155419755 437.2992012815847 1140.0075397276144 0.8331702293071509 0
 406 37998093.373326994 258.53925000679163 456.31493105856947 1191.7724919297495 0.869400206156643 0
 407 37998008.25625067 269.7952274960197 476.151875696412 1245.7966461285678 0.9071948137484875 0
 408 37997919.43967878 281.5372602579007 496.8454882672652 1302.177572687428 0.9466215995288464 0
 409 37997826.76386611 293.7863279318135 518.432751345338 1361.017054607572 0.9877510250484012 0
 410 37997730.062172905 306.5643148910011 540.9522428983375 1422.4212693013728 1.0306565915029156 0
 411 37997629.1607676 319.89404918687296 564.4442050107789 1486.5009781982853 1.0754149706692528 0
 412 37997523.87831675 333.7993431635461 588.9506155581099 1553.37172452182 1.122106141463474 0
 413 37997414.02566164 348.30503581368765 614.51526295641 1623.154039589677 1.1708135323587134 0
