# fFractionHospitalized, fDayOffset, fInfectionProbabilityPerEncounter, fTei, fTer
# 0.0012994039369268126 -153 0.010075785971867753 2.888 10.056
# Tei/r = days from exposure to infectious/recovered
# Day 0 = 2020-01-23
# Day Susceptible Exposed Infectious Recovered Fit Data
-153 37999999.0 0.0 1.0 0.0 0.0012994039369268126 0
 -152 37999998.79848429 0.20151571359998635 1.0 0.0 0.0012994039369268126 0
 -151 37999998.59696858 0.36944547377560744 1.0335859523557183 0.0 0.0013430456556432692 0
 -150 37999998.36838048 0.3965178593590221 1.235101666490028 0.0 0.0016048959679420096 0
 -149 37999998.0991838 0.46419882584758276 1.43661738044623 0.0 0.001866746280009316 0
 -148 37999997.78937854 0.5713603569415571 1.6392611095174618 0.0 0.0021300623393580046 0
 -147 37999997.43805545 0.7076315415769097 1.8543130154690641 0.0 0.0024095016325951313 0
 -146 37999997.03930439 0.8507221115859005 2.1099735023968518 0.0 0.002741707875825725 0
 -145 37999996.5849421 1.0087774474565028 2.4062804549119856 0.0 0.0031267302964626755 0
 -144 37999996.06675478 1.1894051847822107 2.7438400397863765 0.0 0.0035653565499958397 0
 -143 37999995.48971363 1.3841865410737098 2.958170074025819 0.16792976177859154 0.00384385784028823 0
 -142 37999994.87105872 1.5676969123390565 3.191798904802735 0.36944547591290133 0.0041474360627793624 0
 -141 37999994.199307635 1.7432074427511803 3.4865237431779748 0.570961189156672 0.004530402678074268 0
 -140 37999993.46176561 1.9206241521489649 3.839493268745544 0.7781169822501794 0.004989052669211957 0
 -139 37999992.651697956 2.1267274651754002 4.201333319624247 1.0202412756118862 0.005459229055861541 0
 -138 37999991.76806184 2.3572674033167664 4.571696622863309 1.3029741493938942 0.005940480590183597 0
 -137 37999990.80791446 2.602970734834177 4.962609789129916 1.6265050299873116 0.0064484346974269515 0
 -136 37999989.76610768 2.858906659260752 5.382030168341015 1.9929555039073121 0.006993431189401191 0
 -135 37999988.63735042 3.128590381851541 5.8244975143658815 2.4095616992718716 0.007568375000787461 0
 -134 37999987.417650335 3.4138927475749754 6.283943689313167 2.884513243023236 0.008165381169319929 0
 -133 37999986.10400219 3.7134106257488853 6.756484369980143 3.426102827272694 0.008779402390136673 0
 -132 37999984.69179958 4.026189173044685 7.266989213403464 4.015022050949796 0.009442754393501143 0
 -131 37999983.17235138 4.356478986109215 7.820796674289231 4.650372972427416 0.01016237398847555 0
 -130 37999981.53754435 4.709102292532291 8.410289782597632 5.343063594385076 0.01092836365420271 0
 -129 37999979.78112331 5.086840242897803 9.027109568315192 6.104926895917967 0.01172986171213846 0
 -128 37999977.89732498 5.487626468975299 9.67563986650092 6.9394087007690395 0.012572564534817313 0
 -127 37999975.879055396 5.910084614276874 10.362621768211246 7.848238236591905 0.013465231522497182 0
 -126 37999973.71817727 6.355441514649774 11.091228541632958 8.835152692360253 0.014411986032352896 0
 -125 37999971.40627267 6.826461119497059 11.86163676896162 9.90562945679933 0.015413057515984567 0
 -124 37999968.93477904 7.325089444263827 12.675635295478777 11.064496235022494 0.016470770405993585 0
 -123 37999966.29451737 7.852650344363194 13.537453979332463 12.315378322824031 0.01759062099671015 0
 -122 37999963.47529819 8.410939318572286 14.452717590397357 13.661044917510038 0.018779918136253723 0
 -121 37999960.46610533 9.00248884336001 15.42309473407386 15.108311110598317 0.020040830017050766 0
 -120 37999957.25579063 9.629520917713856 16.4489647215507 16.66572374759137 0.02137384951755323 0
 -119 37999953.83297665 10.293587601233263 17.53270591166565 18.340729853328856 0.02278206708659835 0
 -118 37999950.185527764 10.995998527428606 18.67935680957205 20.139116908124926 0.024272029777618585 0
 -117 37999946.30026192 11.738816829425895 19.893793432269955 22.067127822173322 0.025850073506300347 0
 -116 37999942.1631277 12.524831435495305 21.179756105296995 24.132284767400677 0.02752105846637261 0
 -115 37999937.75936023 13.35697609609834 22.540794477864246 26.34286920428035 0.029289597085994958 0
 -114 37999933.07340092 14.237968422498266 23.981331843303668 28.70729882029171 0.03116143700993712 0
 -113 37999928.088726245 15.170546527570739 25.506429608154004 31.234297629809728 0.03314315504978193 0
 -112 37999922.78778614 16.157727721734695 27.121126103450607 33.9333600413339 0.03524129803271226 0
 -111 37999917.15204798 17.202767265916403 28.830117675338247 36.815067087445144 0.037461968409397806 0
 -110 37999911.16200359 18.308983162381654 30.63854433429989 39.89046891625369 0.03981184512969597 0
 -109 37999904.797022715 19.479796360111425 32.552445519121754 43.170735408644944 0.042298775864142386 0
 -108 37999898.03519053 20.718908561310826 34.57845233752265 46.667448574706924 0.044931377100213075 0
 -107 37999890.853244916 22.03040749736255 36.723231179319505 50.39311640988604 0.04771831117108124 0
 -106 37999883.22657615 23.41866252858445 38.99352637066431 54.36123495069129 0.050668341680700696 0
 -105 37999875.12917647 24.88820417073428 41.39652725815091 58.5860920999576 0.053790810494339404 0
 -104 37999866.53352811 26.44373550901907 43.940038913930344 63.08269746209827 0.057095859553478435 0
 -103 37999857.41048907 28.090237912929208 46.63235036948206 67.86692264821012 0.060594259658255496 0
 -102 37999847.72920852 29.833027557015896 49.48212614741188 72.95563777450069 0.06429726952345617 0
 -101 37999837.457046166 31.67774070334447 52.49848411406151 78.3667290168837 0.06821673694050126 0
 -100 37999826.559463575 33.63032268903522 55.691173333517426 84.11904040449618 0.07236532988164607 0
 -99 37999814.999890864 35.697067372465796 59.070604928013374 90.23243683577654 0.07675657660010896 0
 -98 37999802.73960086 37.884664709196855 62.64776441485152 96.72797001710099 0.08140475172032154 0
 -97 37999789.73759823 40.20021427693589 66.43417946468033 103.6280080263933 0.08632483434290802 0
 -96 37999775.95050193 42.65121462496517 70.4420223326704 110.95626110628515 0.09153264114415838 0
 -95 37999761.332403176 45.24557484122722 74.68422605101054 118.73779593306384 0.09704497735701512 0
 -94 37999745.834707 47.99165829986706 79.17452173993226 126.99911296193594 0.10287968525316549 0
 -93 37999729.40597183 50.89833045114428 83.92743294875903 135.76826476695902 0.10905563678977857 0
 -92 37999711.99174745 53.974987074703805 88.95830749391246 145.0749579862182 0.11559277497993582 0
 -91 37999693.534401774 57.23157290188217 94.28339270167949 154.95063262587217 0.12251221166337904 0
 -90 37999673.97293215 60.67860976194238 99.91990729475852 165.42855079419172 0.12983632091617137 0
 -89 37999653.24276513 64.3272360452015 105.88608091507984 176.54391791636223 0.13758879040680577 0
 -88 37999631.275549255 68.18924528081565 112.20119036328106 188.33401510404053 0.14579466848592215 0
 -87 37999607.99893812 72.27711947175949 118.88562457128688 200.83831783912495 0.1544804486119332 0
 -86 37999583.336357765 76.60406461137669 125.96097133106356 214.09860629779078 0.16367418204670936 0
 -85 37999557.206757 81.18405545541235 133.45009575743134 228.15909179150478 0.17340557981046642 0
 -84 37999529.524343476 86.03188630555677 141.3772040643936 243.0665661588478 0.1837060955529784 0
 -83 37999500.198306836 91.1632208469556 149.76791099485678 258.87056132365035 0.19460901317202137 0
