# fFractionHospitalized, fDayOffset, fInfectionProbabilityPerEncounter, fTei, fTer
# 0.0018782028833304002 721 0.009854632467017928 2.888 10.056
# Tei/r = days from exposure to infectious/recovered
# Day 0 = 2020-01-23
# Day Susceptible Exposed Infectious Recovered Fit Data
721 37999999.0 0.0 1.0 0.0 0.0018782028833304002 0
 722 37999998.802907355 0.19709264364258475 1.0 0.0 0.0018782028833304002 0
 723 37999998.60581471 0.3613365122373009 1.0328487740256183 0.0 0.0019398995454191852 0
 724 37999998.38282506 0.387233516189562 1.2299414181793282 0.0 0.002310079517951896 0
 725 37999998.120989904 0.4519760285044492 1.4270340621626632 0.0 0.0026802594901646076 0
 726 37999997.82030924 0.554485007152743 1.6252057470675405 0.0 0.003052466120147392 0
 727 37999997.47993238 0.684820716525034 1.8352468922651795 0.0 0.0034469660046756163 0
 728 37999997.094329886 0.8215365588681018 2.0841335458873513 0.0 0.003914425635131234 0
 729 37999996.65584559 0.9722532518469262 2.3719011523130957 0.0 0.004454911583249155 0
 730 37999996.15679538 1.1440877785435417 2.699116833712881 0.0 0.005069489019525153 0
 731 37999995.60212231 1.328871584224437 2.9047622322081037 0.16424387012809155 0.00545573279992251 0
 732 37999995.008558236 1.5022154714909326 3.127889770485383 0.36133651428180147 0.00587481158566531 0
 733 37999994.36542815 1.6671126883422134 3.4090300002743468 0.5584291575836361 0.006402849975875113 0
 734 37999993.66095732 1.8328522855729115 3.7452733794353468 0.760917009582185 0.007034383260116061 0
 735 37999992.88898595 2.0249869784190455 4.089171910149839 0.9968551604825124 0.007680294472077108 0
 736 37999992.04872906 2.2395247540312475 4.44010736108763 1.2716388192893744 0.008339422447891322 0
 737 37999991.13768695 2.46762703055628 4.809240803330329 1.5854452110059598 0.009032729943445235 0
 738 37999990.15136336 2.7044882566285815 5.203889119014057 1.9402592658477027 0.009773959547863897 0
 739 37999989.08516064 2.953217604137214 5.61877073751432 2.342851016155344 0.010553191399971875 0
 740 37999987.935709246 3.2154310829224846 6.047977223338571 2.800882445395399 0.011359328259191092 0
 741 37999986.70059492 3.489715911760249 6.487579318060172 3.3221098470801067 0.012184990181015288 0
 742 37999985.37595445 3.7750800100670676 6.961103669294442 3.8878618675451095 0.013074364982830648 0
 743 37999983.95414832 4.075369144881771 7.473466122166957 4.497016404453743 0.014036685619126042 0
 744 37999982.428107984 4.3949576264294326 8.017258430767937 5.159675950248661 0.015058037901073299 0
 745 37999980.79252604 4.736331141338648 8.584346309698477 5.8867965008151435 0.01612314399038236 0
 746 37999979.04260813 5.097436751949019 9.178509675674192 6.681445434569367 0.017239103337527244 0
 747 37999977.17240423 5.47681314263392 9.805752638693667 7.5450299803632435 0.018417192879219123 0
 748 37999975.17506536 5.875381917205649 10.468782518740003 8.480770195523295 0.019662497511656364 0
 749 37999973.04353394 6.29548511918474 11.16752641419185 9.493454516818884 0.020974880310803537 0
 750 37999970.770672336 6.7387268005428345 11.90335659272786 10.587244265243612 0.022356918673771396 0
 751 37999968.348845124 7.206133721629179 12.679864307710442 11.765156843724984 0.023815357702979982 0
 752 37999965.76956737 7.6991398989985305 13.501922517756983 13.02937021307876 0.02535934980335482 0
 753 37999963.02367433 8.21982605599462 14.37070224818129 14.38579736819089 0.026991094398016762 0
 754 37999960.10195978 8.769971043049383 15.286137658887455 15.841931520776955 0.02871046782590783 0
 755 37999956.99509663 9.35072467180742 16.249968098626113 17.404210601643317 0.030520736936866584 0
 756 37999953.69316705 9.96298868041841 17.266351091152867 19.0774931821568 0.032429710403998314 0
 757 37999950.18540733 10.608320514157459 18.339280701557172 20.86699145853295 0.034444889891870244 0
 758 37999946.46037007 11.288914999056278 19.47168701025164 22.779027928203334 0.036571778685961724 0
 759 37999942.50607052 12.007082063406372 20.66628045305622 24.820566974131932 0.03881546753464488 0
 760 37999938.30992556 12.764915957949212 21.926508550931484 26.998649934954482 0.041182431581728185 0
 761 37999933.85861235 13.564498439289707 23.256348078548307 29.32054113792423 0.04368014001686484 0
 762 37999929.13802272 14.408126294805232 24.65971116941616 31.794139825073085 0.0463159406204923 0
 763 37999924.13331117 15.298275236329204 26.14015004957442 34.42826355564614 0.049096505193799975 0
 764 37999918.82891185 16.237444470288445 27.70156140088849 37.23208228858706 0.05202915249590288 0
 765 37999913.20842042 17.22819004579689 29.348595914688154 40.214793630824985 0.0551226174686661 0
 766 37999907.25446204 18.273279280622692 31.0863799900227 43.38587869824005 0.05838652852956509 0
 767 37999900.94864763 19.37578232700288 32.92001146707183 46.75555858319547 0.06183046045672415 0
