pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-17,15,2021,1.0,43,0.0,94.29,0,0,0.0,0.0,0.00,0.0,0,0.0,0,0.0,0.0,0.00,0.00
62,Nunavut,Nunavut,2021-04-17,15,2021,1.0,414,19.0,1021.57,4,0,9.87,46.88,0.00,19.0,0,46.88,0,2.69,6.65,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-04-17,15,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-04-17,15,2021,,1119649,61174.0,2876.06,23321,340,59.91,157.14,0.87,117353.0,639,301.45,1.64,8739.14,22.45,48.57,0.12
59,British Columbia,Colombie-Britannique,2021-04-24,16,2021,1.0,124639,6532.0,2343.14,1563,33,29.38,122.8,0.62,13816.0,59,259.73,1.11,933.14,17.54,4.71,0.09
48,Alberta,Alberta,2021-04-24,16,2021,1.0,181452,10904.0,3994.0,2070,33,45.56,240.01,0.73,20715.0,56,455.97,1.23,1557.71,34.29,4.71,0.10
47,Saskatchewan,Saskatchewan,2021-04-24,16,2021,1.0,39683,1812.0,3321.3,473,9,39.59,151.66,0.75,3699.0,20,309.59,1.67,258.86,21.67,1.29,0.11
46,Manitoba,Manitoba,2021-04-24,16,2021,1.0,37339,1350.0,2649.62,967,9,68.62,95.8,0.64,2238.0,18,158.81,1.28,192.86,13.69,1.29,0.09
35,Ontario,Ontario,2021-04-24,16,2021,1.0,448876,28350.0,2970.84,8197,229,54.25,187.63,1.52,59233.0,428,392.03,2.83,4050.0,26.8,32.71,0.22
24,Quebec,Québec,2021-04-24,16,2021,1.0,339012,7749.0,3898.63,10326,73,118.75,89.11,0.84,18021.0,144,207.24,1.66,1107.0,12.73,10.43,0.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-04-24,16,2021,1.0,1056,14.0,200.77,6,0,1.14,2.66,0.00,27.0,0,5.13,0,2.0,0.38,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-04-24,16,2021,1.0,1847,69.0,227.45,35,2,4.31,8.5,0.25,134.0,2,16.5,0.25,9.86,1.21,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,2021-04-24,16,2021,1.0,2034,226.0,199.47,67,0,6.57,22.16,0.00,269.0,1,26.38,0.1,32.22,3.16,0.04,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-04-24,16,2021,1.0,176,6.0,103.11,0,0,0.0,3.52,0.00,13.0,0,7.62,0,0.8,0.47,0.00,0.00
60,Yukon,Yukon,2021-04-24,16,2021,1.0,80,4.0,182.69,1,0,2.28,9.13,0.00,6.0,0,13.7,0,0.57,1.3,0.05,0.11
61,Northwest Territories,Territoires du Nord-Ouest,2021-04-24,16,2021,1.0,49,6.0,107.44,0,0,0.0,13.16,0.00,6.0,0,13.16,0,0.82,1.79,0.00,0.00
62,Nunavut,Nunavut,2021-04-24,16,2021,1.0,453,39.0,1117.8,4,0,9.87,96.23,0.00,58.0,0,143.12,0,5.61,13.85,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-04-24,16,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-04-24,16,2021,,1176709,57061.0,3022.64,23709,388,60.9,146.57,1.00,118235.0,728,303.71,1.87,8151.57,20.94,55.43,0.14
59,British Columbia,Colombie-Britannique,2021-05-01,17,2021,1.0,130317,5678.0,2449.88,1581,18,29.72,106.74,0.34,12210.0,51,229.54,0.96,811.14,15.25,2.57,0.05
48,Alberta,Alberta,2021-05-01,17,2021,1.0,194503,13051.0,4281.27,2102,32,46.27,287.27,0.70,23955.0,65,527.28,1.43,1864.43,41.04,4.57,0.10
47,Saskatchewan,Saskatchewan,2021-05-01,17,2021,1.0,41360,1677.0,3461.66,494,21,41.35,140.36,1.76,3489.0,30,292.01,2.51,239.57,20.05,3.00,0.25
46,Manitoba,Manitoba,2021-05-01,17,2021,1.0,38993,1654.0,2766.99,976,9,69.26,117.37,0.64,3004.0,18,213.17,1.28,236.29,16.77,1.29,0.09
35,Ontario,Ontario,2021-05-01,17,2021,1.0,474091,25215.0,3137.72,8425,228,55.76,166.88,1.51,53565.0,457,354.51,3.02,3602.14,23.84,32.57,0.22
24,Quebec,Québec,2021-05-01,17,2021,1.0,346305,7293.0,3982.5,10404,78,119.65,83.87,0.90,15042.0,151,172.98,1.74,1041.86,11.98,11.14,0.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-01,17,2021,1.0,1081,25.0,205.52,6,0,1.14,4.75,0.00,39.0,0,7.41,0,3.57,0.68,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-05-01,17,2021,1.0,1933,86.0,238.04,36,1,4.43,10.59,0.12,155.0,3,19.09,0.37,12.29,1.51,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-05-01,17,2021,1.0,2644,610.0,259.29,67,0,6.57,59.82,0.00,836.0,0,81.98,0,87.12,8.54,0.00,0.00
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-01,17,2021,1.0,180,5.0,105.46,0,0,0.0,2.93,0.00,11.0,0,6.44,0,0.67,0.39,0.00,0.00
60,Yukon,Yukon,2021-05-01,17,2021,1.0,81,1.0,184.98,2,1,4.57,2.28,2.28,5.0,1,11.42,2.28,0.14,0.33,0.10,0.22
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-01,17,2021,1.0,57,8.0,124.99,0,0,0.0,17.54,0.00,14.0,0,30.7,0,1.14,2.51,0.00,0.00
62,Nunavut,Nunavut,2021-05-01,17,2021,1.0,508,55.0,1253.52,4,0,9.87,135.72,0.00,94.0,0,231.95,0,7.84,19.34,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-05-01,17,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-05-01,17,2021,,1232066,55358.0,3164.83,24097,388,61.9,142.2,1.00,112419.0,776,288.77,1.99,7908.29,20.31,55.43,0.14
59,British Columbia,Colombie-Britannique,2021-05-08,18,2021,1.0,134937,4620.0,2536.73,1614,33,30.34,86.85,0.62,10298.0,51,193.6,0.96,660.0,12.41,4.71,0.09
48,Alberta,Alberta,2021-05-08,18,2021,1.0,208307,13804.0,4585.12,2125,23,46.77,303.84,0.51,26855.0,55,591.11,1.21,1972.0,43.41,3.29,0.07
47,Saskatchewan,Saskatchewan,2021-05-08,18,2021,1.0,42964,1604.0,3595.91,502,8,42.02,134.25,0.67,3281.0,29,274.61,2.43,229.14,19.18,1.14,0.10
46,Manitoba,Manitoba,2021-05-08,18,2021,1.0,41422,2429.0,2939.35,990,14,70.25,172.36,0.99,4083.0,23,289.73,1.63,347.0,24.62,2.00,0.14
35,Ontario,Ontario,2021-05-08,18,2021,1.0,494847,20756.0,3275.09,8634,209,57.14,137.37,1.38,45971.0,437,304.25,2.89,2965.14,19.62,29.86,0.20
24,Quebec,Québec,2021-05-08,18,2021,1.0,352563,6258.0,4054.47,10446,42,120.13,71.97,0.48,13551.0,120,155.84,1.38,894.0,10.28,6.00,0.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-08,18,2021,1.0,1133,52.0,215.41,6,0,1.14,9.89,0.00,77.0,0,14.64,0,7.43,1.41,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-05-08,18,2021,1.0,1996,63.0,245.79,41,5,5.05,7.76,0.62,149.0,6,18.35,0.74,9.0,1.11,0.71,0.09
12,Nova Scotia,Nouvelle-Écosse,2021-05-08,18,2021,1.0,3697,1053.0,362.55,70,3,6.86,103.26,0.29,1663.0,3,163.08,0.29,150.41,14.75,0.41,0.04
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-08,18,2021,1.0,185,5.0,108.38,0,0,0.0,2.93,0.00,10.0,0,5.86,0,0.69,0.41,0.00,0.00
60,Yukon,Yukon,2021-05-08,18,2021,1.0,82,1.0,187.26,2,0,4.57,2.28,0.00,2.0,1,4.57,2.28,0.1,0.22,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-08,18,2021,1.0,90,33.0,197.35,0,0,0.0,72.36,0.00,41.0,0,89.9,0,4.71,10.34,0.00,0.00
62,Nunavut,Nunavut,2021-05-08,18,2021,1.0,564,56.0,1391.7,4,0,9.87,138.18,0.00,111.0,0,273.9,0,8.02,19.79,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-05-08,18,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-05-08,18,2021,,1282800,50734.0,3295.15,24434,337,62.76,130.32,0.87,106092.0,725,272.52,1.86,7247.71,18.62,48.14,0.12
59,British Columbia,Colombie-Britannique,2021-05-15,19,2021,1.0,138747,3810.0,2608.36,1634,20,30.72,71.63,0.38,8430.0,53,158.48,1,544.29,10.23,2.86,0.05
48,Alberta,Alberta,2021-05-15,19,2021,1.0,218647,10340.0,4812.72,2153,28,47.39,227.6,0.62,24144.0,51,531.44,1.12,1477.14,32.51,4.00,0.09
47,Saskatchewan,Saskatchewan,2021-05-15,19,2021,1.0,44364,1400.0,3713.08,516,14,43.19,117.17,1.17,3004.0,22,251.42,1.84,200.0,16.74,2.00,0.17
46,Manitoba,Manitoba,2021-05-15,19,2021,1.0,44615,3193.0,3165.93,1006,16,71.39,226.58,1.14,5622.0,30,398.94,2.13,456.14,32.37,2.29,0.16
35,Ontario,Ontario,2021-05-15,19,2021,1.0,511382,16535.0,3384.53,8797,163,58.22,109.44,1.08,37291.0,372,246.81,2.46,2362.14,15.63,23.29,0.15
24,Quebec,Québec,2021-05-15,19,2021,1.0,358064,5501.0,4117.73,10492,46,120.66,63.26,0.53,11759.0,88,135.23,1.01,785.86,9.04,6.57,0.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-15,19,2021,1.0,1184,51.0,225.11,6,0,1.14,9.7,0.00,103.0,0,19.58,0,7.29,1.39,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-05-15,19,2021,1.0,2052,56.0,252.69,41,0,5.05,6.9,0.00,119.0,5,14.65,0.62,8.0,0.99,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-05-15,19,2021,1.0,4600,904.0,451.1,72,2,7.06,88.65,0.20,1957.0,5,191.91,0.49,129.08,12.66,0.27,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-15,19,2021,1.0,191,6.0,111.9,0,0,0.0,3.52,0.00,11.0,0,6.44,0,0.82,0.48,0.00,0.00
60,Yukon,Yukon,2021-05-15,19,2021,1.0,84,2.0,191.83,2,0,4.57,4.57,0.00,3.0,0,6.85,0,0.29,0.65,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-15,19,2021,1.0,116,26.0,254.36,0,0,0.0,57.01,0.00,59.0,0,129.37,0,3.69,8.1,0.00,0.00
62,Nunavut,Nunavut,2021-05-15,19,2021,1.0,611,47.0,1507.67,4,0,9.87,115.97,0.00,103.0,0,254.16,0,6.71,16.57,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-05-15,19,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-05-15,19,2021,,1324670,41871.0,3402.71,24723,289,63.51,107.55,0.74,92605.0,626,237.88,1.61,5981.57,15.36,41.29,0.11
59,British Columbia,Colombie-Britannique,2021-05-22,20,2021,1.0,141729,2982.0,2664.42,1667,33,31.34,56.06,0.62,6792.0,53,127.69,1,426.0,8.01,4.71,0.09
48,Alberta,Alberta,2021-05-22,20,2021,1.0,224010,5363.0,4930.76,2188,35,48.16,118.05,0.77,15703.0,63,345.64,1.39,766.14,16.86,5.00,0.11
47,Saskatchewan,Saskatchewan,2021-05-22,20,2021,1.0,45490,1126.0,3807.32,526,10,44.02,94.24,0.84,2526.0,24,211.42,2.01,160.86,13.46,1.43,0.12
46,Manitoba,Manitoba,2021-05-22,20,2021,1.0,47977,3362.0,3404.5,1028,22,72.95,238.57,1.56,6555.0,38,465.15,2.7,480.29,34.08,3.14,0.22
35,Ontario,Ontario,2021-05-22,20,2021,1.0,524029,12647.0,3468.23,8949,152,59.23,83.7,1.01,29182.0,315,193.14,2.08,1806.71,11.96,21.71,0.14
24,Quebec,Québec,2021-05-22,20,2021,1.0,362209,4145.0,4165.4,10543,51,121.24,47.67,0.59,9646.0,97,110.93,1.12,592.14,6.81,7.29,0.08
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-22,20,2021,1.0,1230,46.0,233.85,6,0,1.14,8.75,0.00,97.0,0,18.44,0,6.57,1.25,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-05-22,20,2021,1.0,2115,63.0,260.45,43,2,5.3,7.76,0.25,119.0,2,14.65,0.25,9.0,1.11,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,2021-05-22,20,2021,1.0,5190,589.0,508.96,77,5,7.55,57.76,0.49,1493.0,7,146.41,0.69,84.2,8.26,0.76,0.07
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-22,20,2021,1.0,197,6.0,115.42,0,0,0.0,3.52,0.00,12.0,0,7.03,0,0.92,0.54,0.00,0.00
60,Yukon,Yukon,2021-05-22,20,2021,1.0,84,0.0,191.83,2,0,4.57,0.0,0.00,2.0,0,4.57,0,0.0,0.0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-22,20,2021,1.0,125,10.0,274.09,0,0,0.0,21.93,0.00,36.0,0,78.94,0,1.39,3.04,0.00,0.00
62,Nunavut,Nunavut,2021-05-22,20,2021,1.0,636,25.0,1569.36,4,0,9.87,61.69,0.00,72.0,0,177.66,0,3.51,8.66,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-05-22,20,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-05-22,20,2021,,1355034,30364.0,3480.7,25033,310,64.3,78.0,0.80,72235.0,599,185.55,1.54,4337.71,11.14,44.29,0.11
59,British Columbia,Colombie-Britannique,2021-05-29,21,2021,1.0,143839,2110.0,2704.08,1699,32,31.94,39.67,0.60,5092.0,65,95.73,1.22,301.43,5.67,4.57,0.09
48,Alberta,Alberta,2021-05-29,21,2021,1.0,227135,3125.0,4999.55,2223,35,48.93,68.79,0.77,8488.0,70,186.83,1.54,446.43,9.83,5.00,0.11
47,Saskatchewan,Saskatchewan,2021-05-29,21,2021,1.0,46464,974.0,3888.84,537,11,44.94,81.52,0.92,2100.0,21,175.76,1.76,139.14,11.65,1.57,0.13
46,Manitoba,Manitoba,2021-05-29,21,2021,1.0,50498,2521.0,3583.39,1045,17,74.15,178.89,1.21,5883.0,39,417.46,2.77,360.14,25.56,2.43,0.17
35,Ontario,Ontario,2021-05-29,21,2021,1.0,531795,7766.0,3519.63,9085,136,60.13,51.4,0.90,20413.0,288,135.1,1.91,1109.43,7.34,19.43,0.13
24,Quebec,Québec,2021-05-29,21,2021,1.0,364997,2788.0,4197.46,10576,33,121.62,32.06,0.38,6933.0,84,79.73,0.97,398.29,4.58,4.71,0.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-05-29,21,2021,1.0,1302,72.0,247.54,6,0,1.14,13.69,0.00,118.0,0,22.43,0,10.29,1.96,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-05-29,21,2021,1.0,2191,76.0,269.81,43,0,5.3,9.36,0.00,139.0,2,17.12,0.25,10.86,1.34,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-05-29,21,2021,1.0,5501,311.0,539.46,83,6,8.14,30.5,0.59,900.0,11,88.26,1.08,44.41,4.35,0.90,0.09
11,Prince Edward Island,Île-du-Prince-Édouard,2021-05-29,21,2021,1.0,202,5.0,118.34,0,0,0.0,2.93,0.00,11.0,0,6.44,0,0.69,0.41,0.00,0.00
60,Yukon,Yukon,2021-05-29,21,2021,1.0,84,0.0,191.83,2,0,4.57,0.0,0.00,0.0,0,0.0,0,0.0,0.0,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-05-29,21,2021,1.0,128,2.0,280.67,0,0,0.0,4.39,0.00,12.0,0,26.31,0,0.35,0.76,0.00,0.00
62,Nunavut,Nunavut,2021-05-29,21,2021,1.0,645,9.0,1591.57,4,0,9.87,22.21,0.00,34.0,0,83.9,0,1.27,3.12,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-05-29,21,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-05-29,21,2021,,1374794,19759.0,3531.46,25303,270,65.0,50.76,0.69,50123.0,580,128.75,1.49,2822.71,7.25,38.57,0.10
59,British Columbia,Colombie-Britannique,2021-06-05,22,2021,1.0,145266,1427.0,2730.91,1719,20,32.32,26.83,0.38,3537.0,52,66.49,0.98,203.86,3.83,2.86,0.05
48,Alberta,Alberta,2021-06-05,22,2021,1.0,229116,1981.0,5043.15,2247,24,49.46,43.6,0.53,5106.0,59,112.39,1.3,283.0,6.23,3.43,0.08
47,Saskatchewan,Saskatchewan,2021-06-05,22,2021,1.0,47285,821.0,3957.56,546,9,45.7,68.71,0.75,1795.0,20,150.23,1.67,117.29,9.82,1.29,0.11
46,Manitoba,Manitoba,2021-06-05,22,2021,1.0,52530,2032.0,3727.59,1072,27,76.07,144.19,1.92,4553.0,44,323.09,3.12,290.29,20.6,3.86,0.27
35,Ontario,Ontario,2021-06-05,22,2021,1.0,537007,5212.0,3554.12,9179,94,60.75,34.5,0.62,12978.0,230,85.89,1.52,744.57,4.93,13.43,0.09
24,Quebec,Québec,2021-06-05,22,2021,1.0,366802,1805.0,4218.22,10605,29,121.96,20.76,0.33,4593.0,62,52.82,0.71,257.86,2.97,4.14,0.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-05,22,2021,1.0,1347,45.0,256.1,6,0,1.14,8.56,0.00,117.0,0,22.24,0,6.43,1.22,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,2021-06-05,22,2021,1.0,2262,71.0,278.55,44,1,5.42,8.74,0.12,147.0,1,18.1,0.12,10.14,1.25,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-06-05,22,2021,1.0,5648,147.0,553.87,87,4,8.53,14.42,0.39,458.0,10,44.91,0.98,21.0,2.06,0.55,0.05
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-05,22,2021,1.0,205,3.0,120.1,0,0,0.0,1.76,0.00,8.0,0,4.69,0,0.41,0.24,0.00,0.00
60,Yukon,Yukon,2021-06-05,22,2021,1.0,85,1.0,194.11,2,0,4.57,2.28,0.00,1.0,0,2.28,0,0.14,0.33,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-05,22,2021,1.0,128,0.0,280.67,0,0,0.0,0.0,0.00,2.0,0,4.39,0,0.04,0.09,0.00,0.00
62,Nunavut,Nunavut,2021-06-05,22,2021,1.0,649,4.0,1601.44,4,0,9.87,9.87,0.00,13.0,0,32.08,0,0.57,1.41,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-06-05,22,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-06-05,22,2021,,1388343,13549.0,3566.26,25511,208,65.53,34.8,0.53,33308.0,478,85.56,1.23,1935.57,4.97,29.71,0.08
59,British Columbia,Colombie-Britannique,2021-06-12,23,2021,1.0,146272,1006.0,2749.82,1730,11,32.52,18.91,0.21,2433.0,31,45.74,0.58,143.71,2.7,1.57,0.03
48,Alberta,Alberta,2021-06-12,23,2021,1.0,230423,1307.0,5071.92,2269,22,49.94,28.77,0.48,3288.0,46,72.37,1.01,186.71,4.11,3.14,0.07
47,Saskatchewan,Saskatchewan,2021-06-12,23,2021,1.0,47875,590.0,4006.94,555,9,46.45,49.38,0.75,1411.0,18,118.09,1.51,84.29,7.05,1.29,0.11
46,Manitoba,Manitoba,2021-06-12,23,2021,1.0,54163,1633.0,3843.47,1092,20,77.49,115.88,1.42,3665.0,47,260.07,3.34,233.29,16.55,2.86,0.20
35,Ontario,Ontario,2021-06-12,23,2021,1.0,540492,3485.0,3577.19,9225,46,61.05,23.07,0.30,8697.0,140,57.56,0.93,497.86,3.3,6.57,0.04
24,Quebec,Québec,2021-06-12,23,2021,1.0,368096,1294.0,4233.1,10624,19,122.18,14.88,0.22,3099.0,48,35.64,0.55,184.86,2.13,2.71,0.03
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-12,23,2021,1.0,1374,27.0,261.23,7,1,1.33,5.13,0.19,72.0,1,13.69,0.19,3.86,0.73,0.08,0.02
13,New Brunswick,Nouveau-Brunswick,2021-06-12,23,2021,1.0,2291,29.0,282.12,45,1,5.54,3.57,0.12,100.0,2,12.31,0.25,4.14,0.51,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-06-12,23,2021,1.0,5729,82.0,561.82,89,2,8.73,8.04,0.20,229.0,6,22.46,0.59,11.65,1.14,0.33,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-12,23,2021,1.0,206,1.0,120.69,0,0,0.0,0.59,0.00,4.0,0,2.34,0,0.12,0.07,0.00,0.00
60,Yukon,Yukon,2021-06-12,23,2021,1.0,100,15.0,228.37,2,0,4.57,34.26,0.00,16.0,0,36.54,0,2.14,4.89,0.00,0.00
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-12,23,2021,1.0,128,0.0,280.67,0,0,0.0,0.0,0.00,0.0,0,0.0,0,0.0,0.0,0.00,0.00
62,Nunavut,Nunavut,2021-06-12,23,2021,1.0,654,5.0,1613.78,4,0,9.87,12.34,0.00,9.0,0,22.21,0,0.71,1.76,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-06-12,23,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-06-12,23,2021,,1397816,9474.0,3590.6,25642,131,65.87,24.34,0.34,23023.0,339,59.14,0.87,1353.43,3.48,18.71,0.05
59,British Columbia,Colombie-Britannique,2021-06-19,24,2021,1.0,146996,724.0,2763.43,1740,10,32.71,13.61,0.19,1730.0,21,32.52,0.39,103.43,1.94,1.43,0.03
48,Alberta,Alberta,2021-06-19,24,2021,1.0,231295,872.0,5091.11,2290,21,50.41,19.19,0.46,2179.0,43,47.96,0.95,124.57,2.74,3.00,0.07
47,Saskatchewan,Saskatchewan,2021-06-19,24,2021,1.0,48381,506.0,4049.29,562,7,47.04,42.35,0.59,1096.0,16,91.73,1.34,72.29,6.05,1.00,0.08
46,Manitoba,Manitoba,2021-06-19,24,2021,1.0,55238,1075.0,3919.75,1118,26,79.33,76.28,1.84,2708.0,46,192.16,3.26,153.57,10.9,3.71,0.26
35,Ontario,Ontario,2021-06-19,24,2021,1.0,542912,2420.0,3593.2,9265,40,61.32,16.02,0.26,5905.0,86,39.08,0.57,345.71,2.29,5.71,0.04
24,Quebec,Québec,2021-06-19,24,2021,1.0,369074,978.0,4244.35,10638,14,122.34,11.25,0.16,2272.0,33,26.13,0.38,139.71,1.61,2.00,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-19,24,2021,1.0,1383,9.0,262.94,7,0,1.33,1.71,0.00,36.0,1,6.84,0.19,1.29,0.24,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-06-19,24,2021,1.0,2316,25.0,285.2,45,0,5.54,3.08,0.00,54.0,1,6.65,0.12,3.57,0.44,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-06-19,24,2021,1.0,5779,50.0,566.72,90,1,8.83,4.9,0.10,132.0,3,12.94,0.29,7.1,0.7,0.08,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-19,24,2021,1.0,206,0.0,120.69,0,0,0.0,0.0,0.00,1.0,0,0.59,0,0.0,0.0,0.00,0.00
60,Yukon,Yukon,2021-06-19,24,2021,1.0,159,59.0,363.1,3,1,6.85,134.74,2.28,74.0,1,168.99,2.28,8.43,19.25,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-19,24,2021,1.0,128,0.0,280.67,0,0,0.0,0.0,0.00,0.0,0,0.0,0,0.0,0.0,0.00,0.00
62,Nunavut,Nunavut,2021-06-19,24,2021,1.0,657,3.0,1621.18,4,0,9.87,7.4,0.00,8.0,0,19.74,0,0.49,1.21,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-06-19,24,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-06-19,24,2021,,1404537,6721.0,3607.86,25762,120,66.18,17.26,0.31,16195.0,251,41.6,0.64,960.14,2.47,17.14,0.04
59,British Columbia,Colombie-Britannique,2021-06-26,25,2021,1.0,147475,479.0,2772.44,1749,9,32.88,9.0,0.17,1203.0,19,22.62,0.36,68.43,1.29,1.29,0.02
48,Alberta,Alberta,2021-06-26,25,2021,1.0,231810,515.0,5102.45,2297,7,50.56,11.34,0.15,1387.0,28,30.53,0.62,73.57,1.62,1.00,0.02
47,Saskatchewan,Saskatchewan,2021-06-26,25,2021,1.0,48706,325.0,4076.49,566,4,47.37,27.2,0.33,831.0,11,69.55,0.92,46.43,3.89,0.57,0.05
46,Manitoba,Manitoba,2021-06-26,25,2021,1.0,55878,640.0,3965.16,1138,20,80.75,45.42,1.42,1715.0,46,121.7,3.26,91.43,6.49,2.86,0.20
35,Ontario,Ontario,2021-06-26,25,2021,1.0,544796,1884.0,3605.67,9303,38,61.57,12.47,0.25,4304.0,78,28.49,0.52,269.14,1.78,5.43,0.04
24,Quebec,Québec,2021-06-26,25,2021,1.0,369726,652.0,4251.85,10650,12,122.47,7.5,0.14,1630.0,26,18.74,0.3,93.14,1.07,1.71,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-06-26,25,2021,1.0,1384,1.0,263.13,7,0,1.33,0.19,0.00,10.0,0,1.9,0,0.14,0.03,0.00,0.00
13,New Brunswick,Nouveau-Brunswick,2021-06-26,25,2021,1.0,2324,8.0,286.19,45,0,5.54,0.99,0.00,33.0,0,4.06,0,1.14,0.14,0.00,0.00
12,Nova Scotia,Nouvelle-Écosse,2021-06-26,25,2021,1.0,5820,41.0,570.74,91,1,8.92,4.02,0.10,91.0,2,8.92,0.2,5.8,0.57,0.20,0.02
11,Prince Edward Island,Île-du-Prince-Édouard,2021-06-26,25,2021,1.0,207,1.0,121.27,0,0,0.0,0.59,0.00,1.0,0,0.59,0,0.08,0.05,0.00,0.00
60,Yukon,Yukon,2021-06-26,25,2021,1.0,264,105.0,602.89,4,1,9.13,239.79,2.28,164.0,2,374.52,4.57,15.0,34.26,0.14,0.33
61,Northwest Territories,Territoires du Nord-Ouest,2021-06-26,25,2021,1.0,128,0.0,280.67,0,0,0.0,0.0,0.00,0.0,0,0.0,0,0.0,0.0,0.00,0.00
62,Nunavut,Nunavut,2021-06-26,25,2021,1.0,657,0.0,1621.18,4,0,9.87,0.0,0.00,3.0,0,7.4,0,0.0,0.0,0.00,0.00
99,Repatriated travellers,Voyageurs rapatriés,2021-06-26,25,2021,,13,0.0,,0,0,,,,0.0,0,,,0.0,,0.00,
1,Canada,Canada,2021-06-26,25,2021,,1409188,4651.0,3619.81,25854,92,66.41,11.95,0.24,11372.0,212,29.21,0.54,664.43,1.71,13.14,0.03
